Query,Method,Similarity Score (%),Text,Psalm Num,Verse
How does the psalmist express trust in God while surrounded by fear and uncertainty?,TF-IDF,10.380225195071496,Bible,117,Alleluia Give thanks to the Lord for He is good For His mercy endures forever Let the house of Israel say that He is good For His mercy endures forever Let the house of Aaron say that He is good For His mercy endures forever Let all who fear the Lord say that He is good For His mercy endures forever In affliction I called upon the Lord And He heard me in a broad place The Lord is my helper I shall not be afraid of what man will do to me The Lord is my helper I shall look upon my enemies It is good to trust in the Lord Rather than to trust in man It is good to hope in the Lord Rather than to hope in rulers All the nations surrounded me But in the name of the Lord I defended myself against them They circled and surrounded me But in the name of the Lord I defended myself against them They surrounded me like bees around a honeycomb And they were inflamed like fire in a thorn bush But in the name of the Lord I defended myself against them I was shoved and disheartened that I might fall But the Lord took hold of me The Lord is my strength and my song And He became my salvation The sound of exceeding joy and salvation is in the tents of the righteous The right hand of the Lord worked its power The right hand of the Lord exalted me The right hand of the Lord worked its power I shall not die but live And tell of the Lords works The Lord chastened and corrected me But He did not give me up to death Open the gates of righteousness to me I will enter therein and give thanks to the Lord This is the gate of the Lord The righteous shall go in through it I will give thanks to You for You heard me And You became my salvation The stone the builders rejected the same became the head of the corner And this came about from the Lord And it is wonderful in our eyes This is the day the Lord made Let us greatly rejoice and be glad therein O Lord save us now O Lord prosper us now Blessed is he who comes in the name of the Lord We blessed you from the house of the Lord God is the Lord and He revealed Himself to us Appoint a feast for yourselves decked with branches Even to the horns of the altar You are my God and I will give thanks to You You are my God and I shall exalt You Iwill give thanks to You for You heard me And You became my salvation Give thanks to the Lord for He is good For His mercy endures forever
How does the psalmist express trust in God while surrounded by fear and uncertainty?,TF-IDF,7.619022606669976,Psalter,61,"Shall not my soul be subject unto God? for from Him cometh my salvation. For He is my God, my Saviour and my helper; and I shall be moved no more. How long do ye assail a man? Ye slay, all of you, as a leaning wall, and a tottering fence. But they consulted to cast down my honour; they ran in lies; they bless with their mouth, but curse in their heart. But my soul, be thou subject unto God; for my endurance is from Him. For He Himself is my God, and my Saviour; He is my helper; and I shall not be moved. In God is my salvation and my glory; He is the God of my help, and my hope is in God. Hope in Him, all ye congregation of the peoples; pour out your hearts before Him, for God is our helper. For the sons of men are vain, the sons of men are liars in the balances; out of vanity they gather themselves together, that they may work injustice. Hope not in injustice, and covet not plunder; if riches flow in, set not your heart upon them. God hath spoken once, and these two things have I heard: that power belongeth unto God; also unto Thee belongeth mercy, O Lord; for Thou shalt render unto every man according to his works."
How does the psalmist express trust in God while surrounded by fear and uncertainty?,TF-IDF,7.579827110991827,Bible,21,For the End concerning help in the morning a psalm by David OGod my God hear me why have You forsaken me The words of my transgressions are far from my salvation O my God I will cry out by day but You will not hear me And by night but not for a lack of understanding in me But You dwell among the saints O praise of Israel Our fathers hoped in You They hoped in You and You delivered them They cried out to You and were saved They hoped in You and were not ashamed But I am a worm and not a man A reproach of man and despised by the people All who see me mock me They speak with their lips and shake their head Saying He hoped in the Lord let Him rescue him Let Him save him since He delights in him For You are He who drew me from the womb My hope from my mothers breasts I was cast upon You from the womb From my mothers womb You are my God Do not stand off from me for affliction is near There is no one to help Many young bulls surrounded me Fat bulls encircled me They opened their mouths against me Like a raging and roaring lion I am poured out like water And all my bones are shattered My heart is like wax melting into my stomach My strength is dried up like an earthen vessel My tongue cleaves to my throat And You led me into the dust of death For many dogs surrounded me An assembly of evildoers enclosed me They pierced my hands and my feet I numbered all my bones And they look and stare at me They divided my garments among themselves And for my clothing they cast lots But You O Lord do not remove Your help from me Attend to my aid Deliver my soul from the sword And my onlybegotten from the hand of the dog Save me from the lions mouth My humiliation from the horns of the unicorns I will declare Your name to my brethren In the midst of the church I will sing to You You who fear the Lord praise Him All you seed of Jacob glorify Him Fear Him all you seed of Israel For He has not despised nor scorned the beggars supplication Nor has He turned away His face from me And when I cried out to Him He heard me My praise is from You in the great church I will pay my vows before those who fear Him The poor shall eat and be wellfilled And those who seek Him will praise the Lord Their hearts will live unto ages of ages All the ends of the world shall remember and turn to the Lord And all families of the Gentiles shall worship before You For the kingdom is the Lords And He is the Master of the Gentiles All the prosperous of the earth ate and worshiped All going down into the earth shall bow down before Him And my soul lives with Him And my seed shall serve Him The coming generation shall be told of the Lord And they will declare His righteousness To a people who will be born because the Lord made them
How does the psalmist express trust in God while surrounded by fear and uncertainty?,TF-IDF,6.10258419799873,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,16.328670021514053,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!"
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,9.980589047160349,Psalter,23,"The earth is the Lord's, and the fulness thereof; the world, and all they that dwell therein. He hath founded it upon the seas, and prepared it upon the rivers. Who shall ascend into the mountain of the Lord, or who shall stand in His holy place? He that is innocent in hands, and pure in heart, who hath not received his soul in vain, nor sworn deceitfully to his neighbour. He shall receive a blessing from the Lord, and mercy from God his Saviour. This is the generation of them that seek the Lord, that seek the face of the God of Jacob. Lift up your gates, O ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord strong and mighty, the Lord mighty in battle. Lift up your gates, ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord of hosts, He is the King of Glory."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,7.793869661456674,Bible,130,1An ode of ascents by David OLord My heart is not exalted Neither are my eyes raised up Neither am I carried along in great things Nor in things too marvelous for me If I were not humbleminded But exalted my soul Like a child weaned from his mother So You would reward my soul Let Israel hope in the Lord From this present time and unto the ages
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,7.0818979689790895,Psalter,61,"Shall not my soul be subject unto God? for from Him cometh my salvation. For He is my God, my Saviour and my helper; and I shall be moved no more. How long do ye assail a man? Ye slay, all of you, as a leaning wall, and a tottering fence. But they consulted to cast down my honour; they ran in lies; they bless with their mouth, but curse in their heart. But my soul, be thou subject unto God; for my endurance is from Him. For He Himself is my God, and my Saviour; He is my helper; and I shall not be moved. In God is my salvation and my glory; He is the God of my help, and my hope is in God. Hope in Him, all ye congregation of the peoples; pour out your hearts before Him, for God is our helper. For the sons of men are vain, the sons of men are liars in the balances; out of vanity they gather themselves together, that they may work injustice. Hope not in injustice, and covet not plunder; if riches flow in, set not your heart upon them. God hath spoken once, and these two things have I heard: that power belongeth unto God; also unto Thee belongeth mercy, O Lord; for Thou shalt render unto every man according to his works."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,5.608150021711402,Psalter,35,"The transgressor, that he may sin, saith within himself that there is no fear of God before his eyes. For he hath dealt deceitfully with Him, lest he should find out his iniquity, and hate it. The words of his mouth are iniquity and deceit; he hath not desired to know how to do good. He hath devised iniquity upon his bed, he given himself to every way that is not good, and hath not abhorred evil. Thy mercy, O Lord, is in the heavens, and Thy truth reacheth unto the clouds. Thy righteousness is like the mountains of God; Thy judgments are a great deep. O Lord, Thou shalt preserve man and beast. How hast Thou multiplied Thy mercy, O God! The sons of men shall put their hope in the shelter of Thy wings. They shall be drunken with the fatness of Thy house, and Thou shalt make them drink of the torrent of Thy delight. For with Thee is the fountain of life; in Thy light shall we see light. O continue Thy mercy unto them that know Thee, and Thy righteousness to the upright in heart. Let not the foot of pride come against me, and let not the hand of the wicked remove me. There are all the workers of iniquity fallen; they are cast out, and shall not be able to stand."
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,TF-IDF,5.456631780342396,Psalter,131,"Lord, remember David and all his meekness; how he sware unto the Lord, and vowed unto the God of Jacob. I will not go into the tabernacle of my house; I will not go up into the couch of my bed; I will not give sleep to mine eyes, nor slumber to mine eyelids, nor rest to my temples, Until I find out a place for the Lord, an habitation for the God of Jacob. Behold, we heard it in Ephratha; we found it in the fields of the wood. Let us go into His tabernacles; let us worship at the place where His feet have stood. Arise, O Lord, into Thy rest; Thou, and the ark of Thy holiness. Thy priests shall be clothed with righteousness, and Thy just shall rejoice. For Thy servant David's sake turn not away Thy face from Thine anointed. The Lord hath sworn in truth to David, and He will not annul it, Of the fruit of thy body will I set upon thy throne, If thy sons will keep My covenant and these testimonies that I shall teach them, their sons shall also sit upon thy throne for evermore. For the Lord hath chosen Zion, He hath chosen it for His habitation. This is My rest for ever and ever; here will I dwell, for I have chosen it. I will abundantly bless her provision; I will satisfy her poor with bread. I will clothe her priests with salvation, and her saints shall rejoice with joy. There will I make to spring forth an horn for David; I have prepared a lamp for Mine anointed. His enemies will I clothe with shame, but upon himself shall My holiness flourish."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,25.45332698531523,Psalter,116,"O praise the Lord, all ye nations; praise Him, all ye peoples. For He hath made His mercy to prevail over us, and the truth of the Lord endureth for ever."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,24.057140583948485,Psalter,23,"The earth is the Lord's, and the fulness thereof; the world, and all they that dwell therein. He hath founded it upon the seas, and prepared it upon the rivers. Who shall ascend into the mountain of the Lord, or who shall stand in His holy place? He that is innocent in hands, and pure in heart, who hath not received his soul in vain, nor sworn deceitfully to his neighbour. He shall receive a blessing from the Lord, and mercy from God his Saviour. This is the generation of them that seek the Lord, that seek the face of the God of Jacob. Lift up your gates, O ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord strong and mighty, the Lord mighty in battle. Lift up your gates, ye princes, and be ye lifted up, ye everlasting gates; and the King of Glory shall come in. Who is this King of Glory? the Lord of hosts, He is the King of Glory."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,22.405558065222266,Psalter,148,"Praise ye the Lord from the heavens; praise Him in the highest. Praise ye Him, all His angels; praise ye him, all His hosts. Praise ye Him, sun and moon; praise Him, all ye stars and light. Praise Him, ye heaven of heavens, and thou water that art above the heavens. Let them praise the name of the Lord; for He spake, and they were made; He commanded, and they were created. He hath established them for ever and ever; He hath made a decree, and it shall not pass away. Praise the Lord from the earth, ye dragons and all deeps. Fire, and hail, snow, and ice, stormy wind, fulfilling His word; Mountains, and all hills; fruitful trees, and all cedars; Beasts, and all cattle; creeping things, and winged fowl; Kings of the earth, and all peoples; princes, and all judges of the earth; Both young men and maidens; old men, and children; Let them praise the name of the Lord, for His name alone is exalted. His praise is above the earth and heaven, and He shall exalt the horn of His people, A hymn is meet for all His saints; even for the sons of Israel, for the people that draw near unto Him."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,21.878211535541737,Psalter,4,"Thou hast heard me when I called upon Thee, O God of my righteouness; Thou hast set me at liberty when I was in trouble. Have pity upon me, and hear my prayer. O ye sons of men, how long will ye be slow of heart? Why love ye vanity, and seek after leasing? But know that the Lord hath made His holy one wonderful; the Lord will hear me when I cry unto Him. Be ye angry, and sin not; feel compunction upon your beds for what ye say in your hearts. Offer the sacrifice of righteousness, and put your hope in the Lord. There be many that say, Who will shew us good things? The light of Thy countenance is signed upon us, O Lord. Thou hast put gladness in my heart; from the fruit of their wheat, and wine and oil are they increased. I will both lay me down in peace and sleep; for Thou, Lord, only hast made me to dwell in hope."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,19.348407750814093,Psalter,133,"Behold now, bless ye the Lord, all ye servants of the Lord, which stand in the house of the Lord, in the courts of the house of our God. Lift up your hands by night unto the sanctuary, and bless the Lord. The Lord that made heaven and earth bless thee out of Zion."
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",TF-IDF,19.214353134022076,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!"
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",TF-IDF,22.220211593095218,Psalter,85,"Bow down Thine ear, O Lord, and hear me, for I am poor and needy. Preserve my soul, for I am holy; O Thou my God, save Thy servant that hopeth in Thee. Be merciful unto me, O Lord; for unto Thee will I cry all the day long. Rejoice the soul of Thy servant, for unto Thee have I lifted up my soul. For Thou, Lord, art good and gentle, and plenteous in mercy unto all them that call upon Thee. Give ear, O Lord, unto my prayer, and attend to the voice of my supplication. In the day of my trouble I cried to Thee, for Thou hast heard me. Among the gods there is none like unto Thee, O Lord; neither are there any works like unto Thy works. All the nations whom Thou hast made shall come and worship before Thee, O Lord, and shall glorify Thy name. For Thou art great, and doest wondrous things, Thou art God alone. Guide me in Thy way, O Lord, and I will walk in Thy truth; let my heart rejoice that I may fear Thy name. I will praise Thee, O Lord my God, with all my heart, and I will glorify Thy name for evermore. For great is Thy mercy toward me, and Thou hast delivered my soul from the lowest Hades. O God, the transgressors are risen up against me, and the assembly of the mighty hath sought after my soul, and have not set Thee before them. But Thou, O Lord my God, art full of compassion, and merciful, longsuffering, and plenteous in mercy, and true. O look Thou upon me, and have mercy upon me; give Thy strength unto Thy servant, and save the son of Thine handmaid. Work in me a sign unto good, and let them which hate me see and be ashamed; for Thou, O Lord, hast holpen me, and comforted me."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",TF-IDF,21.899975593171064,Psalter,39,"I waited patiently for the Lord, and He inclined unto me, and heard my supplication. He brought me up also out of the pit of misery, and out of the miry clay, and set my feet upon a rock, and directed my goings aright. And He hath put a new song in my mouth, even a hymn unto our God. Many shall see it, and fear, and shall hope in the Lord. Blessed is the man whose hope is in the name of the Lord, and regarded not vanities and false frenzies. Many, O Lord my God, are Thy wonderful works which Thou hast done; and in Thy thoughts there is none that shall be likened to Thee. I declared and spake, They are multiplied beyond number. Sacrifice and offering Thou didst not desire, but a body hast Thou perfected for me; whole burnt offerings and sin offerings hast Thou not required. Then said I, Lo, I come; in the head of the book it is written of me, That I should do Thy will, O my God; yea, Thy law is within my heart. I have preached the good tidings of Thy righteousness in the great congregation. Lo, I will not refrain my lips, O Lord, Thou knowest. I have not hid Thy righteousness within my heart; I have declared Thy truth and Thy salvation. I have not concealed Thy mercy and Thy truth from the great congregation. But withhold not Thou Thy tender mercies from me, O Lord; let Thy mercy and Thy truth continually help me. For innumerable evils have compassed me about; mine iniquities have taken hold upon me, and I am not able to see. They are multiplied more than the hairs of my head, and my heart hath failed me. Be pleased, O Lord, to deliver me; O Lord, look to helping me. Let them be ashamed and confounded together that seek after my soul to destroy it. Let them be turned back and confounded that wish me evils. Let them speedily receive shame for their reward that say unto me, Aha, aha! Let all those that seek Thee rejoice and be glad in Thee, O Lord; and let such as love Thy salvation say continually, The Lord be magnified. But I am poor and needy; the Lord will think upon me. Thou art my help and my defender, my God; make no tarrying."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",TF-IDF,21.33183093526941,Psalter,54,"Give ear to my prayer, O God, and despise not my supplication; attend unto me, and hear me. I was grieved in my meditation, and was troubled, because of the voice of the enemy, and because of the oppression of the sinner. For they brought iniquity upon me, and in wrath were they angry with me. My heart is troubled within me, and the terror of death is fallen upon me. Fearfulness and trembling are come upon me, and darkness hath covered me. And I said, Who will give me wings like a dove? and I will fly away, and be at rest. Lo, I fled afar off, and lodged in the wilderness. I waited for God Which saveth me from faintheartedness and from tempest. Drown, O Lord, and divide their tongues, for I have seen iniquity and strife in the city. Day and night they go about it upon the walls thereof; iniquity and toil and unrighteousness are in the midst of it. And usury and deceit have not departed from her streets. For had an enemy reproached me, then I could have borne it; and if he that hated me had spoken great things against me, then I would have hid myself from him. But it was thou, a man of like mind with me, my guide and my familiar friend. Who sweetened my meals together with me; we walked in the house of God in company. Let death come upon them, and let them go down quick into Hades; for wickedness is in their dwellings, and in the midst of them. As for me, I cried unto God, and the Lord heard me. Evening, and morning, and at noon will I declare and tell of it; and He shall hear my voice. He shall redeem my soul in peace from them that draw near to me, for they among many were with me. God shall hear, and bring them down, even He that abideth from everlasting. For there is no change with them, for they have not feared God. He hath put forth His hand to repay; they have defiled His covenant. They were scattered at the wrath of His countenance, and their hearts have drawn near. Their words are smoother than oil, and yet are they very darts. Cast thy care upon the Lord, and He shall nourish thee; He shall never suffer the righteous to be moved. But Thou, O God, shalt bring these men down into the pit of destruction. Bloody and deceitful men shall not live out half their days; but I will trust in Thee, O Lord. O Lord, our Hope, glory to Thee."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",TF-IDF,20.874232559734025,Psalter,142,"Hear my prayer, O Lord; give ear unto my supplication in Thy truth; hearken unto me in Thy righteousness. And enter not into judgment with Thy servant; for in Thy sight shall no man living be justified. For the enemy hath persecuted my soul; he hath brought my life down to the ground. He hath sat me in darkness, as those that have been long dead; and my spirit is faint within me, my heart within me is troubled. I remembered the days of old, I meditated on all Thy works, I mused on the works of Thy hands. I stretched forth my hands unto Thee; my soul thirsteth after Thee as a thirsty land. Hear me speedily, O Lord; my spirit waxeth faint. Turn not away Thy face from me, lest I be like unto them that go down into the pit. Cause me to hear Thy mercy in the morning, for in Thee do I hope. Cause me to know, O Lord, the way wherein I should walk, for I lifted up my soul unto Thee. Rescue me, O Lord, from mine enemies; have I fled unto Thee for refuge. Teach me to do Thy will, for Thou art my God. Thy good Spirit shall lead me into the land of uprightness; quicken me, O Lord, for Thy name's sake. In Thy righteousness Thou shalt bring my soul out of trouble, and in Thy mercy Thou shalt destroy my enemies. And Thou shalt destroy all them that afflict my soul, for I am Thy servant."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",TF-IDF,19.55380070590551,Psalter,68,"Save me, O God, for the waters are come in unto my soul. am stuck fast in the deep mire, and there is no sure standing. I am come into the deeps of the sea, and a tempest hath overwhelmed me. I am weary of my crying, my throat is become hoarse, my eyes have failed from hoping in my God. They that hate me without a cause are multiplied more than the hairs of my head; mine enemies are grown strong that persecute me unjustly; then I restored that which I took not away. O God, Thou knowest my foolishness, and my trespasses are not hid from Thee. Let not those that wait on Thee, O Lord, Thou Lord of hosts, be ashamed for my sake; nor let them that seek Thee be confounded for my sake, O God of Israel. Because for Thy sake I have borne reproach; shame hath covered my face. I am become a stranger unto my brethren, and an alien unto my mother's sons. For the zeal of Thine house hath eaten me up, and the reproaches of them that reproach Thee are fallen upon me. And I covered my soul with fasting, and that was made a reproach unto me. I made sackcloth also my garment, and I became a byword unto them. They that sit in the gate spake against me, and they that drink wine made me their song. But as for me, with my prayer will I cry unto Thee, O Lord, at the time of Thy good pleasure. O God, in the multitude of Thy mercy hear me, in the truth of Thy salvation. Save me from the mire, that I may not stick fast; let me be delivered from them that hate me, and out of the deep waters. Let not the waterflood overwhelm me, neither let the deep swallow me up, and let not the pit shut her mouth upon me. Hear me, O Lord, for Thy mercy is good; look upon me according to the multitude of Thy tender mercies. Turn not Thy face away from Thy servant, for I am in trouble; hear me speedily. Draw nigh unto my soul, and redeem it; deliver me because of mine enemies. For Thou knowest my reproach, and my shame, and my dishonour. All they that trouble me are before Thee. My soul hath expected eproach and misery; and I looked for one that would grieve with me, but there was none; and for one that would comfort me, but found I none. They gave me also gall for my meat, and for my thirst they gave me vinegar to drink. Let their table become a snare before them, for a recompense, and for a stumbling block. Let their eyes be darkened, that they see not, and bow down their back continually. Pour out Thy wrath upon them, and let Thy wrathful anger take hold of them. Let their habitation be made desolate, and let none dwell in their tents. For they persecuted him whom Thou hast smitten, and they have added to the pain of my wounds. Add iniquity unto their iniquity, and let them not come into Thy righteousness. Let them be blotted out of the book of the living, and not be written with the righteous. I am poor and sorrowful; let Thy salvation, O God, be quick to help me. I will praise the name of my God with a song; I will magnify Him with praise. And this shall please God better than a young calf that hath horns and hoofs. Let the needy see this, and be glad; seek ye God, and your soul shall live. For the Lord hath heard the poor, and hath not despised His prisoners. Let the heavens and the earth praise Him; the sea and every thing that creepeth therein. For God will save Zion, and the cities of Judah shall be built up; and they shall dwell there, and inherit it. The seed also of Thy servants shall possess it, and they that love Thy name shall dwell therein."
"Have mercy on me, O God, have mercy on me. For my soul trusts in Thee, and in the shadow of Thy wings will I hope, until iniquity pass away.",TF-IDF,19.11262265208875,Psalter,70,"In Thee, O Lord, have I put my hope; let me never be put to shame. Deliver me in Thy righteousness, and rescue me; incline Thine ear unto me, and save me. Be Thou unto me a defending God, and stronghold to save me, for Thou art my firm support and my refuge. Deliver me, O my God, out of the hand of the sinner, out of the hand of the transgressor and unrighteous man. For Thou art mine endurance, O Lord; O Lord, Thou art my hope from my youth. On Thee have I been holden up from the womb; from my mother's belly Thou art my protector. My song of praise is continually of Thee. I am become as a wonder unto many, but Thou art my strong helper. Let my mouth be filled with Thy praise, that I may hymn Thy glory and majesty all the day long. Cast me not off in the time of old age; forsake me not when my strength faileth. For my enemies spake against me, and they that lay wait for my soul took counsel together, Saying, God hath forsaken him; persecute and take him, for there is none to deliver him. My God, be not far from me; O my God, attend unto my help. Let them be ashamed and brought to nought that slander my soul; let them be covered with shame and confusion that seek evils for me. But I will hope in Thee continually, and will add to all Thy praise. My mouth shall shew forth Thy righteousness, Thy salvation all the day; for I know not the reckoning thereof. I will go in the strength of the Lord; O Lord, I will make mention of Thy righteousness, which is Thine alone. O God, Thou hast taught me from my youth; and until now will I declare Thy wondrous works. Yea, unto old age and gray hairs, my God, forsake me not; until I have shewed Thy mighty arm to every generation that is to come, Thy power and Thy righteousness, O God, and even to the highest the great things which Thou hast done. O God, who is like unto Thee? How great are the troubles which Thou hast shewed me, many and evil; yet Thou hast turned and quickened me, and hast brought me up again from the depths of the earth. Thou hast multiplied Thy magnificence over me, and Thou hast turned and comforted me, and hast brought me up again from the depths of the earth. My lips shall greatly rejoice when I sing unto Thee, and my soul, which Thou hast redeemed. My tongue also shall meditate on Thy righteousness all the day long, when they are brought to shame, and confounded, that seek evils for me."
for the peace of the world,TF-IDF,18.675395800994878,Psalter,121,"I was glad because of them that said to me, Let us go into the house of the Lord. Our feet have stood within thy courts, O Jerusalem. Jerusalem is builded as a city that is compact together. For thither the tribes went up, the tribes of the Lord, a testimony for Israel, to give thanks unto the name of the Lord. For there are set thrones for judgment, thrones for the house of David. Ask now for the things which are for the peace of Jerusalem, and for the prosperity of them that love thee. Let peace be with thy strength, and prosperity within thy palaces. For my brethren and companions' sakes, I spake peace concerning thee. Because of the house of the Lord our God, I have sought good things for thee."
for the peace of the world,TF-IDF,18.612013010937538,Bible,121,1An ode of ascents Iwas glad when they said to me Let us go into the house of the Lord Our feet stand in your courts O Jerusalem Jerusalem is built as a city Whose compactness is complete There the tribes went up The tribes of the Lord a testimony to Israel To give thanks to the name of the Lord For thrones sat there for judgment Thrones over the house of David Ask now for things regarding the peace of Jerusalem And there is prosperity for those who love you Let there now be peace in your power And prosperity in your citadels For the sake of my brothers and my neighbors I indeed spoke peace concerning you For the sake of the house of the Lord our God I sought good things for you
for the peace of the world,TF-IDF,15.302091583685066,Psalter,97,"O sing unto the Lord a new song, for the Lord hath done marvellous things. His right hand, and His holy arm, have wrought salvation for Him. The Lord hath made known His salvation; His righteousness hath He openly shewed in the sight of the heathen. He hath remembered His mercy to Jacob, and His truth to the house of Israel. All the ends of the earth have seen the salvation of our God. Shout with jubilation unto God, all the earth; sing, rejoice, and make melody. Shout with jubilation before the Lord our King; let the sea be moved, and the fulness thereof; the world, and all they that dwell therein. The rivers shall clap their hands, the mountains shall rejoice at the presence of the Lord; for He cometh, He cometh to judge the earth. He shall judge the world with righteousness, and the peoples with equity."
for the peace of the world,TF-IDF,14.183477308107623,Bible,97,A psalm by David Sing a new song to the Lord For He did wondrous things His right hand and His holy arm Saved peoples for Him The Lord made known His salvation He revealed His righteousness in the sight of the Gentiles He remembered His mercy to Jacob And His truth to the house of Israel All the ends of the earth saw the salvation of our God Shout aloud to God all the earth Sing and greatly rejoice and sing psalms Sing to the Lord on a lyre On a lyre and with the voice of a psalm With trumpets of metal and the sound of a trumpet of horn Shout aloud before the Lord our King Let the sea be shaken and its fullness The world and those who dwell in it The rivers shall clap their hands together The mountains shall greatly rejoice For He comes to judge the earth He shall judge the world in righteousness And the peoples with uprightness
for the peace of the world,TF-IDF,12.570602777670539,Bible,92,1For the day before the Sabbath when the earth was settled the praise of an ode by  David The Lord reigns He clothed Himself with majesty The Lord clothed and girded Himself with power And He established the world which shall not be moved Your throne is prepared from of old You are from everlasting The rivers O Lord lift up The rivers lift up their voices Because of the voices of their many waters Marvelous are the billows of the sea Wondrous is the Lord on high Your testimonies are very much believed Holiness is proper to Your house O Lord Unto length of days
for the peace of the world,TF-IDF,11.329991914781507,Psalter,95,"O sing unto the Lord a new song; sing unto the Lord, all the earth. Sing unto the Lord, bless His name; shew forth His salvation from day to day. Declare His glory among the heathen, and His wonders among all peoples. For the Lord is great, and greatly to be praised; He is to be feared above all gods. For all the gods of the nations are demons, but the Lord made the heavens. Praise and beauty are before Him; holiness and majesty are in His sanctuary. Ascribe unto the Lord, O ye kindred of the nations, ascribe unto the Lord glory and honour; ascribe unto the Lord glory to His name. Bring sacrifices, and go into His courts: worship the Lord in His holy court. Let all the earth be moved at His presence. Say among the heathen that the Lord reigneth; for He hath established the world, which shall not be moved; He shall judge the peoples in uprightness. Let the heavens rejoice, and let the earth be glad; let the sea be moved, and the fulness thereof. The fields shall rejoice, and all that is therein. Then shall all the trees of the wood rejoice before the Lord; for He cometh, for He cometh to judge the earth. He shall judge the world with righteousness, and the peoples with His truth."
