Query,Method,Similarity Score (%),Text,Psalm Num,Verse
Psalms containing repeated rhetorical questions directed at God during moments of suffering,SBERT,10.14,Bible,63,For the End a psalm by David Hear my voice O God in my supplication Deliver my soul from fear of the enemy You sheltered me from the conspiracy of evildoers From the multitude of those who work lawlessness Who sharpen their tongue like a sword They stretched their bow a bitter thing To strike down the blameless man in secret Suddenly they will shoot him and not be afraid They made an evil word strong in themselves They told of hiding snares They said Who will see them They searched out lawlessness In searching they grew weary A man shall draw near and the heart is deep And God shall be exalted Their blows became a childish barb And their tongues were utterly weakened in them All who saw them were troubled And every man was afraid And they proclaimed the works of God And understood His deeds The righteous man shall be glad in the Lord and shall hope in Him And all the upright in heart shall be praised
Psalms containing repeated rhetorical questions directed at God during moments of suffering,SBERT,10.11,Bible,151,1This is a psalm written with Davids own hand although outside the number when he  fought in single combat with Goliath Iwas small among my brothers And the youngest in my fathers house I tended my fathers sheep My hands built a musical instrument My fingers tuned a lyre And whoshall tell my Lord The Lord Himself He Himself hears He sent forth His Angel And took me from my fathers sheep And he anointed me with his anointing oil My brothers were handsome and tall But the Lord took no pleasure in them I went out to meet the foreigner And he cursed me with his idols But I drew his own sword and beheaded him And removed disgrace from the children of Israel
Psalms containing repeated rhetorical questions directed at God during moments of suffering,SBERT,9.98,Psalter,74,"Unto Thee, O God will give thanks; unto Thee will we give thanks, and call upon Thy name. I will tell of all Thy wondrous works. When I shall be given the appointed time, I will judge uprightly. The earth and all the inhabitants thereof are melted; I have made fast the pillars of it. I said unto the transgressors, Transgress not; and to the sinners, Lift not up the horn. Lift not up your horn on high, and speak not unrighteousness against God. For judgment cometh neither from the outgoings of the sun, nor from the west, nor from the desert mountains; for God is judge. He putteth down one, and raiseth up another; for in the hand of the Lord is a cup full of unmingled wine. And He hath turned it from this side to that, but the dregs thereof are not wholly emptied out; all the sinners of the earth shall drink of them. But I will rejoice for ever; I will sing praises to the God of Jacob. All the horns of the sinners also will I break, but the horn of the righteous shall be exalted."
Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF,11.059080230070261,Bible,13,For the End a psalm by David The fool says in his heart There is no God They are corrupt they are abominable in their habits There is none not even one who does good The Lord stooped down from heaven to look upon the sons of men To see if there were any who understood or sought God All turned aside and were altogether corrupted There was not even one doing good no not one Their throat is an open tomb They deal deceptively with their tongues The poison of serpents is under their lips Whose mouth is full of curses and bitterness Their feet are swift to shed blood Affliction and suffering are in their ways And the way of peace they have not known There is no fear of God before their eyes Doall the workers of lawlessness not know They eat up my people as they eat bread and they do not call upon the Lord They were in great fear where no fear was Because God is in the righteous generation You shamed the counsel of the poor man Because the Lord is his hope Who will bring about the salvation of Israel out of Zion When the Lord returns His people from captivity Let Jacob greatly rejoice and let Israel be glad
Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF,9.686572850814988,Psalter,58,"Rescue me from mine enemies, O God, and redeem me from them that rise up against me. Deliver me from the workers of iniquity, and save me from men of blood. For lo, they have hunted after my soul, the mighty have set upon me; not for mine iniquity, nor for my sin, O Lord. I ran and directed my steps without iniquity; arise to meet me, and behold. And Thou, O Lord God of hosts, the God of Israel, look to visit all the heathen; be not merciful to any that work iniquity. They shall return at evening, and hunger like dogs, and go round about the city. Behold, they shall utter a sound with their mouth, and a sword is in their lips: For who, say they, hath heard us? But Thou, O Lord, shalt laugh at them; Thou shalt bring all the nations to nought. O my strength, I will keep watch for Thee; for Thou, O God, art my helper. As for my God, His mercy shall prevent me; God shall reveal it unto me among mine enemies. Slay them not, lest at any time they forget Thy law: scatter them by Thy power, and bring them down, O Lord my defender. For the sin of their mouth and the words of their lips, let them be taken captive in their pride. And for their cursing and lying shall their utter destruction be made known, in the wrath of utter destruction. And they shall be no more, and they shall know that God is Lord of Jacob, and of the ends of the earth. They shall return at evening, and hunger like dogs, and go round about the city. They shall be scattered abroad to eat; they shall murmur if they be not satisfied. But I will sing of Thy power; yea, I will rejoice in Thy mercy in the morning. For Thou art become my helper and my refuge in the day of my trouble. Thou art my helper, unto Thee will I sing, for Thou, O God, art my helper; my God, Thou art my mercy."
Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF,9.14631796454278,Bible,9,For the End concerning the hidden things of the Son a psalm of David Iwill give thanks to You O Lord with my whole heart I will tell of all Your wondrous things I will be glad and rejoice in You I will sing praise to Your name O Most High When my enemy turns backward They shall be feeble and perish before Your face For You maintain my judgment and my right You sit upon the throne judging in righteousness You rebuke the nations and the ungodly man destroys himself You blotted out their name in their lifetime and unto ages of ages The swords of the enemy are completely forsaken And You pulled down their cities Their memory was destroyed with a noise But the Lord abides forever He prepared His throne in judgment And He shall judge the world in righteousness He shall judge the peoples in uprightness The Lord is also a refuge for the poor man A helper in seasons of affliction And let those who know Your name put their hope in You For You O Lord do not forsake those who seek You Sing to the Lord who dwells in Zion Proclaim His dealings among the nations For He who avenges blood remembers them He does not forget the cry of the poor Have mercy on me O Lord and see how my enemies have humbled me You who raise me up from the gates of death That Imay proclaim all Your praises In the gates of the daughter of Zion I will rejoice in Your salvation The nations are trapped in the destruction they caused Their foot is caught in the trap they hid The Lord is known in the judgments He makes The sinner is caught in the works of his hands Pause Let sinners be turned back into Hades And all the nations who forget God For the poor man shall not be forgotten in the end The patience of the poor shall not perish forever Arise O Lord and do not let man prevail Let the nations be judged in Your presence Set a lawgiver over them O Lord And let the nations know that they are men Pause Why do You stand afar off O Lord Why do You disregard me in times of affliction When the ungodly man behaves arrogantly the poor are set afire Let him be caught in the counsels he ponders For the sinner praises himself in the desires of his soul And the unjust man blesses himself The sinner provokes the Lord He will not seek Him out because of the fullness of His wrath God is not before him His ways are defiled in every season Your judgments are removed from his face He shall rule over all his enemies For he said in his heart I will not be shaken From generation to generation I will be without trouble His mouth is full of cursing bitterness and deceit Suffering and pain are under his tongue He lies in ambush with the wealthy He kills the innocent in hidden places His eyes look intently at the poor He lies in ambush in a hiding place like a lion in his den He lies in wait toseize the poor man To seize the poor man to drag him away He will humble him in his snare But he will bend down and fall when he rules over the poor For he said in his heart God forgets He turned His face so as never to see it Arise O Lord God let Your hand be lifted high And do not forget Your poor Why has the ungodly man provoked God For he said in his heart You will never call me to account for this But You do see You do perceive the suffering and pain That You might deliver them into Your hands Therefore the poor man will be left to You You give help to the orphan Break the arm of the sinner and the evil man His sin shall be sought and because of it he will not be found The Lord will reign But you O nations you will perish from His earth The Lord hears the desire of the poor Your ear heeds the readiness of their heart To judge the orphan and the humble That man may no longer increase his great boasting upon the earth
Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF,8.98458217603277,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men
Psalms containing repeated rhetorical questions directed at God during moments of suffering,TF-IDF,7.5968495406348815,Bible,68,For the End concerning things that shall be changed by David Save me O God for the waters flood my soul Iam stuck in the mire of the sea and there is noplace tostand I came into the depths of the sea and the storm overwhelmed me I grow weary with crying my throat is hoarse My eyes fail me from hoping in my God Those who hate me without a cause multiplied even more than the hairs of my head My enemies who persecute me unjustly have become strong Then I paid for things I did not steal O God You know my foolishness And my transgressions are not hidden from You O Lord O Lord of hosts let not those who wait for You be put to shame because of me O God of Israel let not those who seek You feel ashamed because of me For Your sake Ibore disgrace Humiliation covered my face I am become a stranger to my brothers An alien to my mothers sons For the zeal of Your house consumed me And the insults of those who disgraced You fell on me I bent down my soul with fasting And it became a disgrace for me I also made sackcloth my garment And I became a byword to them Those who sit at the gate were talking against me And those who drink wine were singing about me But I O Lord pray with my prayer to You It is the time of Your goodwill O God in the abundance of Your mercies In the truth of Your salvation hear me Save me from the mire that I may not be stuck therein Deliver me from those who hate me and from the depths of the waters Let not a storm of water drown me Neither let the deep swallow me up Nor the well enclose its mouth upon me Hear me O Lord for Your mercy is good According to Your abundant compassion look upon me Turn not Your face from Your child For I am afflicted hear me speedily Give heed to my soul and redeem it Deliver me because of my enemies For You know my disgrace And my shame and humiliation All who afflict me are before You My soul expected disgrace and trouble And I waited for someone to sympathize with me but no one was there And for comforters but I found not one They gave me gall for my food And they gave me vinegar for my drink Let their table become a snare before them And a recompense and a stumbling block Let their eyes be darkened so they may not see And bend down their backs continually Pour out Your anger upon them And let the fury of Your wrath lay hold of them Let their dwelling place be laid waste And let no one live in their tents For they pursued closely the one You slew And they added to the pain of my wounds Add lawlessness to their lawlessness And let them not enter into Your righteousness Let them be blotted out from the book of the living And not be written with the righteous I am poor and suffering And the salvation of Your presence O God lays hold of me I will praise Gods name with a song I will magnify Him in praise And this shall be more pleasing to God Than a young bull with horns and hooves Let the poor behold this and be glad Seek God and your soul shall live For the Lord hears the poor And does not despise His prisoners Let heaven and earth praise Him The seas and everything that moves in them For God shall save Zion And the cities of Judah shall be built And they shall dwell therein and inherit it And the seed of His servants shall possess it And those who love His name shall dwell in it
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF + GloVe,16.0,Bible,79,1For the End concerning things that shall be changed a testimony for Asaph a psalm  concerning the Assyrian Give heed O You who shepherd Israel Reveal Yourself O You who lead Joseph like a flock Who sit upon the cherubim Raise up Your power Before Ephraim Benjamin and Manasseh And come for our salvation O God convert us And reveal Your face and we shall be saved O Lord God of hosts How long will You be angry with the prayer of Your servant Will You feed us the bread of tears And will You give us as drink tears in measure You made us an offense to our neighbors And our enemies sneered at us O Lord God convert us And reveal Your face and we shall be saved Pause You removed a vineyard from Egypt You cast out the nations and planted it You prepared the way before it And You planted its roots and the earth was filled Its shade covered the mountains And its vines the cedars of God Its branches reached to the sea And its shoots as far as the river Why did You pull down its hedge And all who pass on the road gather its grapes A wild swine from the forest laid it waste A solitary wild beast devoured it O God of hosts convert us now Look down from heaven and behold And visit this vineyard Which Your right hand planted and perfect it And visit the son of man whom You strengthened for Yourself It was set on fire and uprooted But they shall perish at the rebuke of Your face Let Your hand be upon the man of Your right hand And upon the son of man whom You strengthened for Yourself Then we will not turn away from You You will give us life and we will call upon Your name O Lord God of hosts convert us and reveal Your face and we shall be saved
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF + GloVe,13.98,Bible,122,1An ode of ascents Ilift my eyes to You Whodwell in heaven Behold as the eyes of servants look to the hands of their masters As the eyes of the maidservant look to the hands of her mistress So our eyes look to the Lord our God Until He shall have compassion on us Have mercy on us O Lord have mercy on us For we are greatly filled with contempt Our soul is greatly filled with it We are a disgrace to those who prosper And a contempt to the arrogant
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF + GloVe,13.46,Bible,56,1For the End corrupt not by David for a pillar inscription when he escaped from the face  of Saul to the cave Have mercy on me O God have mercy on me For my soul trusts in You And in the shadow of Your wings I will hope Until lawlessness shall pass away I will cry out to God most High My God whois my benefactor He sent from heaven and saved me He gave over to disgrace those who trample me down Pause God sent out His mercy and His truth And delivered my soul from the midst of young lions Although troubled I fell asleep As for the sons of men their teeth are a weapon and arrows And their tongue is a sharp dagger Be exalted O God above the heavens And Your glory above all the earth They prepared a trap for my feet And they bowed down my soul They dug a pit before my face But they fell into it Pause My heart is ready O God My heart is ready I will sing and I will sing a psalm Awake my glory Awake harp and lyre I will arise at dawn I will give thanks to You O Lord among the peoples I will sing to You among the Gentiles For Your mercy is magnified to the heavens And Your truth to the clouds Be exalted O God above the heavens And Your glory above all the earth
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF + GloVe,13.11,Bible,119,An ode of ascents To the Lord in my affliction I cried out and He heard me O Lord deliver my soul from unjust lips And from a deceitful tongue What should be given You and what added to You Against a deceitful tongue The arrows of the Mighty One are sharpened With hot coals from the desert Woe is me My sojourning was prolonged I dwelt with the tents of Kedar My soul sojourned a long time as a resident alien With those who hate peace I was peaceful When I spoke to them they made war against me without cause
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF + GloVe,12.74,Bible,11,For the End concerning the eighth a psalm by David Save me O Lord for the holy man has ceased The truthful are diminished from among the sons of men Each one speaks useless things to his neighbor Deceptive lips speak with a double heart May the Lord destroy all deceptive lips And the tongue that speaks boastful things Saying We will make our tongue powerful Our lips are our own Who is lord over us Because of the suffering of the needy And because of the groaning of the poor Now I will arise says the Lord Iwill establish them in salvation I will declare it boldly The words of the Lord are pure words Like silver fired in a furnace of earth Purified seven times You shall guard us O Lord You shall preserve us from this generation forever The ungodly walk in a circle In Your exaltation You highly exalted the sons of men
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",BERT,75.1,Bible,18,For the End a psalm by David The heavens declare the glory of God The firmament shows the creation of His hands Day to day utters speech And night to night reveals knowledge There is no speech nor language Where their voices are not heard Their proclamation went forth into all the earth And their words to the ends of the world In the sun He set His tabernacle And it rejoices exceedingly Like a bridegroom coming forth from his bridal chamber Like a strong man to run a race Its rising is from one end of heaven And its circuit runs to the other end And nothing shall be hidden from its heat The law of the Lord is blameless converting souls The testimony of the Lord is trustworthy making children wise The ordinances of the Lord are right rejoicing the heart The commandment of the Lord is bright enlightening the eyes The fear of the Lord is pure enduring unto ages of ages The judgments of the Lord are true being altogether just More to be desired are they than gold and a very precious stone Sweeter also than honey and the honeycomb For indeed Your servant keeps them In keeping them there is great reward Who will understand his transgressions Cleanse me from hidden sins And spare your servant from unnatural sins If they have no dominion over me then I shall be blameless And I shall be cleansed from great sin Let the words of my mouth and the meditation of my heart Be always pleasing before You O Lord my helper and my redeemer
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",BERT,74.01,Psalter,49,"The God of gods, even the Lord, hath spoken, and called the earth from the rising of the sun unto the going down thereof. Out of Zion is the comeliness of His beauty. God, our God, shall come manifestly, and shall not keep silence. A fire shall burn before Him, and a mighty tempest shall be round about Him. He shall summon the heaven above, and the earth, that He may judge His people. Gather His saints together unto Him, those that have established His covenant upon sacrifices. And the heavens shall declare His righteousness; for God is judge. Hear, O My people, and I will speak to thee, O Israel; and I will testify against thee; I am God, even thy God. I will not reprove thee for sacrifices, for thy whole burntofferings are continually before Me. I will not welcome bullocks out of thy house, nor he goats out of thy flocks. For all the beasts of the field are Mine, the cattle upon the mountains, and the oxen. I know all the fowls of the air, and the beauty of the fields is Mine. If I were hungry, I would not tell thee, for the world is Mine, and the fulness thereof. Will I eat the flesh of bulls, or drink the blood of goats? Offer unto God a sacrifice of praise, and pay thy vows unto the Most High. And call upon me in the day of thy trouble, and I will deliver thee; and thou shalt glorify Me. But unto the sinner God said, Why dost thou declare My statutes, and takest My covenant in thy mouth? Thou hast hated instruction, and hast cast My words behind thee. When thou sawest a thief, then thou didst run with him, and hast been partaker with the adulterer. Thy mouth hath multiplied evil, and thy tongue hath framed deceits. Thou satest and spakest against thy brother, and laidst a scandal against thy mother's son. These things hast thou done, and I kept silence. Thou thoughtest wickedly that I should be like unto thee; but I will reprove thee, and set thy sins before thy face. Now understand this, ye that forget God, lest He snatch you away, and there be none to deliver. A sacrifice of praise shall glorify Me, and there is the way wherein I will shew him My salvation."
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",BERT,72.58,Psalter,16,"Hear my right, O Lord; attend unto my supplication. Give ear unto my prayer, that goeth not out of feigned lips. Let my judgment come forth from Thy presence; let mine eyes behold the things that are equal. Thou hast proved mine heart; Thou hast visited it in the night; Thou hast tried me by fire, and unrighteousness hath not been found in me. That my mouth may not speak the works of men, for the sake of the words of Thy lips have I kept hard ways. Set Thou my goings in Thy paths, that my footsteps slip not. I have cried, for Thou hast heard me, O God; incline Thine ear unto me, and hear my words. Shew Thy marvellous mercies, O Thou that savest them which put their hope in Thee. From them that have resisted Thy right hand, keep me, O Lord, as the apple of Thine eye. Thou wilt shelter me with the covert of Thy wings, from the face of the ungodly that have troubled me. Mine enemies have compassed my soul; they are inclosed in their own fat, their mouth hath spoken proudly. They cast me forth, and now have compassed me about; they have set their eyes bowing down to the earth. They have taken me like as a lion that is ready for his prey, and as it were a young lion lurking in secret places. Arise, O Lord, prevent them, and supplant them; deliver my soul from the ungodly, Thy sword from the enemies of Thine hand. From Thy few of the earth, O Lord, do Thou separate them in their life; their belly is filled with Thy hid treasures. They have satisfied themselves with swine, and have left the rest of their substance to their babes. As for me, I shall appear before Thy face in righteousness; I shall be satisfied when Thy glory appeareth unto me."
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",BERT,71.65,Bible,86,A psalm of an ode for the sons of Korah His foundations are in the holy mountains The Lord loves the gates of Zion More than all the dwellings of Jacob Glorious things were said concerning you O city of God Pause I will make mention of Rahab and Babylon to those who know Me And behold foreigners and the people of Tyre and Ethiopia These were born there A man will say Mother Zion And a man was born in her For the Most High Himself founded it The Lord shall describe it in a written account of the peoples And of the rulers of those who were born in her Pause How glad are all who have their dwelling in you
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",BERT,71.38,Bible,78,A psalm for Asaph OGod the nations entered Your inheritance They defiled Your holy temple They left Jerusalem in ruins They left the dead bodies of Your servants As food for the birds of heaven The flesh of Your saints for the wild animals of the earth Their blood flowed like water around Jerusalem And there was no one to bury them We were made a disgrace to our neighbors A scorn and a mockery to those around us How long O Lord Will You be angry to the end Will Your jealousy burn like fire Pour out Your wrath on the nations that do not know You And on the kingdoms that did not call upon Your name For they devoured Jacob And made his dwelling place desolate Do not remember our transgressions of old Let Your mercies quickly overtake us For we have become very poor Help us O God our savior Because of the glory of Your name O Lord save us And be merciful to our sins because of Your name Let the nations never say Where is their God And let it be known among the nations before our eyes There is vengeance for the shed blood of Your servants Let the groaning of those in prison enter before You According to the greatness of Your arm Preserve the sons of those who were killed Repay our neighbors sevenfold into their bosom Their reproach by which they reviled You O Lord For we are Your people and the sheep of Your pasture We shall give thanks to You freely and openly forever From generation to generation we will proclaim Your praise
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",SBERT,10.24,Bible,91,A psalm of an ode for the Sabbath day It is good to give thanks to the Lord And tosing to Your name O Most High To proclaim Your mercy in the morning And Your truth at night On the harp of ten strings with an ode on the lyre For You make me glad O Lord with Your work And I will greatly rejoice in the works of Your hands How magnificent are Your works O Lord Your thoughts are exceedingly deep A man without discernment shall not know these things And a senseless man shall not understand them When sinners grow like grass And all the workers of lawlessness have arrogant looks It is so that they may be destroyed unto ages of ages But You O Lord are Most High forever For behold Your enemies shall perish And all who work lawlessness shall be scattered abroad And my horn shall be exalted like the unicorn And my old age shall be blessed with rich mercy My eye looked upon my enemies And my ear shall hear of evildoers who rise up against me The righteous shall flourish like a palm tree He shall be multiplied like the cedar in Lebanon Those planted in the house of the Lord Shall blossom forth in the courts of our God They shall still be increased in a rich old age And shall be prospering So as to proclaim The Lord my God is upright And there is no wrongdoing in Him
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",SBERT,9.73,Psalter,15,"Preserve me, O Lord, for in Thee have I put my hope. I said unto the Lord, Thou art my Lord, for Thou hast no need of my goods. In the saints that are in His earth hath the Lord wrought wonders; He hath fulfilled all His desires in them. Their infirmities were multiplied; they hastened afterwards. Their meetings for blood will I not assemble, nor make remembrance of their names by my lips. The Lord is the portion of mine inheritance and of my cup; it is Thou that restorest mine inheritance to me. Portions are fallen unto me among the best places, for mine inheritance is most excellent to me. I will bless the Lord, Who hath given me understanding; my reins also have instructed me till the night season. I beheld the Lord always before me, because He is at my right hand, that I be not moved. Therefore my heart was glad, and my tongue rejoiced; my flesh also shall rest in hope. For Thou wilt not leave my soul in Hades, neither wilt Thou suffer Thine Holy One to see corruption. Thou hast made known to me the paths of life; with Thy presence shalt Thou fill me with joy; at Thy right hand there are delights for evermore."
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",SBERT,9.66,Psalter,87,"O Lord God of my salvation, I have cried by day and night before Thee. Let my prayer come before Thee; incline Thine ear unto my supplication. For my soul is full of evils, and my life hath drawn nigh unto Hades. I am counted with them that go down into the pit; I am become as a man that hath no help, free among the dead. Like the bodies of the slain that sleep in the grave, whom Thou rememberest no more: and they are cut off from Thy hand. They have laid me in the lowest pit, in darkness, and in the shadow of death. Thy wrath presseth hard upon me, and Thou hast brought all Thy waves upon me. Thou hast put away mine acquaintance far from me; they have made me an abomination unto them. I am delivered up, and have not come forth; mine eyes are grown weak by reason of poverty. Lord, I have called upon Thee all the day long; I have stretched out my hands unto Thee. Wilt Thou work wonders for the dead? or shall physicians raise them up to praise Thee? Shall any in the grave tell of Thy mercy, and of Thy truth in that destruction? Shall Thy wonders be known in that darkness, and Thy righteousness in the land of forgetfulness? But unto Thee have I cried, O Lord, and in the morning shall my prayer prevent Thee. Lord, why castest Thou off my soul, and turnest Thou Thy face away from me? I am poor and in troubles from my youth up; yea, having been exalted, I was humbled and brought to distress. Thy fierce wrath hath gone over me, and Thy terrors have troubled me. They came round about me like water; all the day long they compassed me about together. Friend and neighbour hast Thou put far from me, and mine acquaintance, because of my misery."
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",SBERT,9.61,Bible,135,1Alleluia Give thanks to the Lord for He is good For His mercy endures forever Give thanks to the God of gods For His mercy endures forever Give thanks to the Lord of lords For His mercy endures forever To Him who alone does great wonders For His mercy endures forever To Him who made the heavens with understanding For His mercy endures forever To Him who made firm the earth on the waters For His mercy endures forever To Him who alone made the great lights For His mercy endures forever The sun for authority over the day For His mercy endures forever The moon and stars for authority over the night For His mercy endures forever To Him who struck down Egypt with their firstborn For His mercy endures forever To Him who led Israel out of their midst For His mercy endures forever With a strong hand and an upraised arm For His mercy endures forever To Him who divided the Red Sea into parts For His mercy endures forever And led Israel through the midst of it For His mercy endures forever And whooverthrew Pharaoh and all his host in the Red Sea For His mercy endures forever To Him who led His people through the wilderness For His mercy endures forever To Him who drew water from the hard rock For His mercy endures forever To Him who struck down great kings For His mercy endures forever And killed mighty kings For His mercy endures forever Sihon king of the Amorites For His mercy endures forever And Og king of Bashan For His mercy endures forever And who gave their land as an inheritance For His mercy endures forever An inheritance for Israel His servant For His mercy endures forever For in our humiliation the Lord remembered us For His mercy endures forever And He redeemed us from our enemies For His mercy endures forever Who gave food to all flesh For His mercy endures forever Give thanks to the God of heaven For His mercy endures forever Give thanks to the Lord of lords For His mercy endures forever
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",SBERT,9.56,Psalter,126,"Except the Lord build the house, they labour in vain that build it. Except the Lord keep the city, he that keepeth it watcheth but in vain. It is vain for you to rise up early; ye rise up after resting, ye that eat the bread of sorrow, While He hath given his beloved sleep. Lo, children are an heritage of the Lord, the reward of the fruit of the womb. As arrows in the hands of a mighty man, so are the children of those that were outcast. Blessed is the man that shall satisfy his desire with them; they shall not be ashamed when they speak with their enemies in the gates."
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF,16.779380100917972,Psalter,86,"His foundations are in the holy mountains. The Lord loveth the gates of Zion more than all the dwellings of Jacob. Glorious things are spoken of thee, O city of God. I will make mention of Rahab and Babylon to them that know me. And behold the foreigners, and those of Tyre, and the people of the Ethiopians; these were born there. A man shall say, Zion is my mother, and, That man was born in her, and, The Most High Himself hath established her. The Lord shall tell it in His writings of the people and of the princes, even of them that have been born in her. How joyful are all they that have their habitation in Thee!"
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF,6.138630499959048,Bible,31,By David concerning understanding Blessed are those whose transgressions are forgiven And whose sins are covered Blessed is the man whose sin the Lord does not take into account And in whose mouth there is no deceit Because I kept silent my bones grew old From my groaning all the day long For day and night Your hand was heavy upon me I became miserable when the thorn pierced me Pause I made known my sin And I did not hide my transgression I said I will confess my transgression to the Lord And You forgave the ungodliness of my sin Pause For this cause everyone who is holy will pray to Him in a wellfitted time Surely they will not draw near to Him in a flood of many waters You are my refuge from the oppression of those who surround me O my exceeding joy redeem me from those whoencircle me Pause I will give you understanding and I will teach you in the way you should walk I will fix My eyes on you Do not be like the horse and the mule which have no understanding You squeeze their jaws with bit and bridle Lest they come near you Many are the scourges of the sinner But he who hopes in the Lord mercy shall encircle him Be glad in the Lord and rejoice greatly O righteous ones And boast all you upright in heart
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF,5.31043744797307,Bible,14,A psalm by David OLord who shall dwell in Your tabernacle Who shall live in Your holy mountain He who walks blamelessly and works righteousness And speaks truth in his heart Who does not deceive with his tongue Neither does evil to his neighbor And does not find fault with those nearest him He disdains those who do evil in his presence But he holds in honor those who fear the Lord He swears an oath to his neighbor and does not set it aside He does not lend his money at interest And he does not take a bribe against the innocent He who does these things shall never be shaken
"Find psalms describing repentance after sin, especially where the psalmist acknowledges guilt and asks for inner spiritual cleansing",TF-IDF,5.099528869138345,Psalter,26,"The Lord is my light and my saviour; whom shall I fear? The Lord is the defender of my life; of whom shall I be afraid? When the wicked drew nigh against me to eat up my flesh, even they that trouble me and are mine enemies, they were weakened, and fell. Though an host should array itself against me, my heart shall not fear; though war should rise against me, in this have I hoped. One thing have I desired of the Lord, this will I seek after; that I may dwell in the house of the Lord all the days of my life, to behold the delight of the Lord, and to visit His holy temple. For in the day of my troubles He hid me in His tabernacle; in the secret of His tabernacle He sheltered me; He set me up upon a rock. And now, behold, He hath lifted up my head above mine enemies. I went round about, and offered in His tabernacle a sacrifice of praise and jubilation; I will sing, yea, I will sing praises unto the Lord. Hear, O Lord, my voice, wherewith I have cried; have mercy upon me, and hear Thou me. My heart hath said unto Thee, I will seek the Lord. My face hath sought Thee; Thy face, Lord, will I seek. Turn not away Thy face from me, and turn not Thou away in anger from Thy servant. Be Thou my help; cast me not away, neither forsake me, O God my Saviour. For my father and my mother have forsaken me, but the Lord hath taken me to Himself. Teach me Thy way, O Lord, and guide me in the right path, because of mine enemies. Deliver me not over to the souls of them that trouble me; for unjust witnesses are risen up against me, and unrighteousness hath lied within itself. I believe that I shall see the goodness of the Lord in the land of the living. Wait on the Lord; be of good courage, and let thine heart be strengthened; and wait on the Lord."
